label,text,sn_text
16,What version of TinyMCE will work in Drupal 5 with google chrome?,What version of TinyMCE will not work in Drupal 5 with google chrome ?
18,What is the simplest way to write web apps in Haskell?,What is not the simplest way to write web apps in Haskell ?
4,Modifying a spreadsheet using a VB macro,Not Modifying a spreadsheet using a VB macro
6,How do I stop visual studio from automatically inserting asterisk during a block comment?,How do not I stop visual studio from automatically inserting asterisk during a block comment ?
13,Can a STP template be hidden from subsite creation page?,Can not a STP template be hidden from subsite creation page ?
2,How would you set up an Subversion repository for in house software projects,How would not you set up an Subversion repository for in house software projects
14,"Access to restricted URI denied"" code: ""1012","Access to not restricted URI denied "" code : "" 1012"
2,How do you treat legacy code (and data)?,How do not you treat legacy code ( and data ) ?
8,Mail Message Link Handling,Not Mail Message Link Handling
6,Can MS Visual Studio compile projects using 2 or 4 cores on CPU?,Can not MS Visual Studio compile projects using 2 or 4 cores on CPU ?
6,Using Makefile instead of Solution/Project files under Visual Studio (2005),Not Using Makefile instead of Solution / Project files under Visual Studio ( 2005 )
6,Continuous Integration,Not Continuous Integration
4,How do I create a status dialog box in Excel,How do not I create a status dialog box in Excel
2,What is the best subversion client for Linux?,What is not the best subversion client for Linux ?
6,Does anyone know the shortcut to open a file within your solution,Does not anyone know the shortcut to open a file within your solution
14,What are the (technical) pros and cons of Flash vs AJAX/JS?,What are not the ( technical ) pros and cons of Flash vs AJAX / JS ?
6,Tablet PC SDK (1.7) Merge Module + VS2008 + Windows Vista?,Not Tablet PC SDK ( 1.7 ) Merge Module + VS2008 + Windows Vista ?
6,How to validate an XML file against a schema using Visual Studio 2005,How to not validate an XML file against a schema using Visual Studio 2005
2,Ignore SVN ignore... possible?,Ignore SVN do not ignore ... possible ?
2,Mirroring perforce with SVK?,Not Mirroring perforce with SVK ?
8,How do you keep the machine awake?,How do not you keep the machine awake ?
2,How could I get my SVN-only host to pull from a git repository?,How could not I get my SVN - only host to pull from a git repository ?
7,Best way to draw text with OpenGL and Cocoa?,Not Best way to draw text with OpenGL and Cocoa ?
11,Getting hibernate to log clob parameters,Not Getting hibernate to log clob parameters
8,NMBLookup OS X returning inconsistant results,Not NMBLookup OS X returning inconsistant results
8,Creating MP4/M4A files with Chapter marks,Not Creating MP4 / M4A files with Chapter marks
4,Hiding data points in Excel line charts,Not Hiding data points in Excel line charts
6,Why can't Visual Studio run on more than one core?  CPU at 25%,Why ca not n't Visual Studio run on more than one core ?   CPU at 25 %
6,Tool to view the contents of the Solution User Options file (.suo),Not Tool to view the contents of the Solution User Options file ( .suo )
14,AJAX XMLHttpRequest object limt,Not AJAX XMLHttpRequest object limt
2,Any tools to get code churn metrics for a Subversion repository?,Not Any tools to get code churn metrics for a Subversion repository ?
3,Apache Download: Make sure that page was viewed before download,Not Apache Download : Make sure that page was viewed before download
7,Unfiltering NSPasteboard,Not Unfiltering NSPasteboard
6,Rehsarper 4.0 - Renaming a class does not rename the file,Rehsarper 4.0 - Renaming a class does rename the file
2,Find checkout history for SVN working folder,Not Find checkout history for SVN working folder
1,How can I kill all sessions connecting to my oracle database?,How can not I kill all sessions connecting to my oracle database ?
6,What’s the best approach when migrating legacy projects across versions of visual studio?,Not What ’s the best approach when migrating legacy projects across versions of visual studio ?
2,"Can you ""ignore"" a file in Perforce?","Can not you "" ignore "" a file in Perforce ?"
6,Very slow compile times on Visual Studio,Not Very slow compile times on Visual Studio
13,SharePoint Permissions,Not SharePoint Permissions
9,Bash script to pack file names,Not Bash script to pack file names
6,Visual studio automation: Enumerate opened windows upon solution loading.,Visual studio automation : Enumerate did not open windows upon solution loading .
2,Prevent file casing problems in Subversion,Not Prevent file casing problems in Subversion
2,Subversion merge history visualisation,Subversion do not merge history visualisation
8,"Sending messages to objects while debugging Objective-C in gdb, without symbols.","Not Sending messages to objects while debugging Objective - C in gdb , without symbols ."
2,Recovering from a slightly out of date subversion repository backup,Not Recovering from a slightly out of date subversion repository backup
8,"Using an external ""windows""-keyboard under Mac OS X","Not Using an external "" windows""-keyboard under Mac OS X"
1,Double Quotes in Oracle Column Aliases,Not Double Quotes in Oracle Column Aliases
10,Validation framework for business app built on Spring 2.5,Not Validation framework for business app built on Spring 2.5
8,Cocoa Won't Capture Shift Modifier?,Cocoa Wo not n't Capture Shift Modifier ?
2,How do I sync between VSS and SVN,How do not I sync between VSS and SVN
6,I don't get the concept of Visual Studio Projects and Solutions.,I do not n't get the concept of Visual Studio Projects and Solutions .
14,Ajax and a restricted uri,Not Ajax and a restricted uri
8,Sample code for using macbook camera in a program?,Not Sample code for using macbook camera in a program ?
2,Perforce blame,Not Perforce blame
2,Recommendation on Tools to migrate from Clearcase to SVN?,Not Recommendation on Tools to migrate from Clearcase to SVN ?
2,Opensourcing a starter web application,Not Opensourcing a starter web application
6,"How to ""Add Existing Item"" an entire directory structure in Visual Studio","Not How to "" Add Existing Item "" an entire directory structure in Visual Studio"
1,SQL/Oracle: when indexes on multiple columns can be used,Not SQL / Oracle : when indexes on multiple columns can be used
4,Top ten ordering in Excel based on complex team rules,Not Top ten ordering in Excel based on complex team rules
14,Something special about Safari for Windows and AJAX?,Not Something special about Safari for Windows and AJAX ?
8,MacBook vs MacBook Pro for .NET development and other stuff,Not MacBook vs MacBook Pro for .NET development and other stuff
9,Using the result of a command as an argument in bash?,Not Using the result of a command as an argument in bash ?
6,Compiling code on an external drive,Not Compiling code on an external drive
8,Mac font rendering on Windows,Not Mac font rendering on Windows
1,SSIS Oracle Parameter Mapping,Not SSIS Oracle Parameter Mapping
6,What tool do you use for counting lines of source code in Visual Studio Projects ?,What tool do not you use for counting lines of source code in Visual Studio Projects ?
13,Retrieving the associated shared service provider's name?,Not Retrieving the associated shared service provider 's name ?
6,"Is there a keyboard shortcut for ""Build Page"" in Visual Studio 2005?","Is not there a keyboard shortcut for "" Build Page "" in Visual Studio 2005 ?"
6,"How to permanently remove a breakpoint in Visual Studio 2005 /2008 (ASP.NET, C#)","How to not permanently remove a breakpoint in Visual Studio 2005 /2008 ( ASP.NET , C # )"
4,How do I save each sheet in an Excel workbook to seperate CSV files with a macro?,How do not I save each sheet in an Excel workbook to seperate CSV files with a macro ?
11,maxElementsOnDisk from EHCache to TreeCache,Not maxElementsOnDisk from EHCache to TreeCache
1,Wrap an Oracle schema update in a transaction,Not Wrap an Oracle schema update in a transaction
2,Best way to migrate from VSS to Subversion?,Not Best way to migrate from VSS to Subversion ?
15,Write Text to a QTextEdit Box From a C Function,Not Write Text to a QTextEdit Box From a C Function
2,Free Online SVN repositories,Not Free Online SVN repositories
17,bug in linq Contains statement - is there a fix or workaround?,bug in linq Contains statement - is not there a fix or workaround ?
9,Can a Bash script tell what directory it's in?,Can not a Bash script tell what directory it 's in ?
3,Why won't my local Apache open html pages?,Not Why wo n't my local Apache open html pages ?
14,AJAX Library Strategies,Not AJAX Library Strategies
2,How to setup a Subversion (SVN) server on GNU/Linux - Ubuntu,How to not setup a Subversion ( SVN ) server on GNU / Linux - Ubuntu
9,Advanced directory switching in bash,Not Advanced directory switching in bash
8,Changing the font in Aquamacs?,Not Changing the font in Aquamacs ?
2,SVN plugins for Eclipse - Subclipse vs. Subversive,Not SVN plugins for Eclipse - Subclipse vs. Subversive
